央视,#genre#
体育频道|BolaArena 1,http://weixin.qq.home.kg/smtv.php?id=Bolaarena1
体育频道|BolaArena 2,http://weixin.qq.home.kg/smtv.php?id=Bolaarena2
体育频道|Astro Beinsports 1,http://weixin.qq.home.kg/smtv.php?id=Astrobein1
体育频道|Astro Beinsports 2,http://weixin.qq.home.kg/smtv.php?id=Astrobein2
体育频道|Astro Beinsports 3,http://weixin.qq.home.kg/smtv.php?id=Astrobein3
新闻,#genre#
新闻频道|Skynews,http://weixin.qq.home.kg/smtv.php?id=skynews_twn
新闻频道|ABC News,http://weixin.qq.home.kg/smtv.php?id=abcnews_glo
新闻频道|东森财经新闻 ETTV Business,http://weixin.qq.home.kg/smtv.php?id=ettvcaijing_twn
新闻频道|CBS HD,http://weixin.qq.home.kg/smtv.php?id=cbshd_glo
新闻频道|CBSN HD,http://weixin.qq.home.kg/smtv.php?id=cbsn_glo
新闻频道|France 24,http://weixin.qq.home.kg/smtv.php?id=france24_twn
新闻频道|DW (Deutsch),http://weixin.qq.home.kg/smtv.php?id=dw_twn
新闻频道|NHK World,http://weixin.qq.home.kg/smtv.php?id=nhkworld_japan
新闻频道|Fox News,http://weixin.qq.home.kg/smtv.php?id=foxnews_twn
新闻频道|CGTN,http://weixin.qq.home.kg/smtv.php?id=CGTN
新闻频道|CNN International,http://weixin.qq.home.kg/smtv.php?id=Cnn
新闻频道|CNN backup,http://weixin.qq.home.kg/smtv.php?id=cnn_twn
新闻频道|CNBC,http://weixin.qq.home.kg/smtv.php?id=cnbc_twn
新闻频道|CNA,http://weixin.qq.home.kg/smtv.php?id=cna
新闻频道|BBC World News,http://weixin.qq.home.kg/smtv.php?id=bbcnews_twn
新闻频道|BBC World News,http://weixin.qq.home.kg/smtv.php?id=Bbcnews
新闻频道|Bloomberg News,http://weixin.qq.home.kg/smtv.php?id=bloomberg_twn
新闻频道|Al-Jazeera,http://weixin.qq.home.kg/smtv.php?id=aljazeera_twn
儿童,#genre#
儿童频道|Baby TV Eng,http://weixin.qq.home.kg/smtv.php?id=Babytv
儿童频道|CBeebies,http://weixin.qq.home.kg/smtv.php?id=Cbeebies
儿童频道|Kids TV,http://weixin.qq.home.kg/smtv.php?id=KidsTV
儿童频道|Momo TV,http://weixin.qq.home.kg/smtv.php?id=momo1_twn
儿童频道|Animax,http://weixin.qq.home.kg/smtv.php?id=Animax
儿童频道|Baby TV,http://weixin.qq.home.kg/smtv.php?id=babytv_twn
儿童频道|MiaoMi,http://weixin.qq.home.kg/smtv.php?id=MiaoMi
儿童频道|靖天卡通台,http://weixin.qq.home.kg/smtv.php?id=jingtiancartoon_twn
儿童频道|东森幼幼 Yoyo TV,http://weixin.qq.home.kg/smtv.php?id=yoyo_twn
儿童频道|Cartoon Network,http://weixin.qq.home.kg/smtv.php?id=Cn
儿童频道|Nickelodeon,http://weixin.qq.home.kg/smtv.php?id=Nickelodeon
儿童频道|Nick Jr,http://weixin.qq.home.kg/smtv.php?id=Nickjr
纪录,#genre#
纪录频道|Natgeo_HD,http://weixin.qq.home.kg/smtv.php?id=natgeohd_twn
纪录频道|NatGeo_Wild HD,http://weixin.qq.home.kg/smtv.php?id=natgeowild_twn
纪录频道|Animal_Planet,http://weixin.qq.home.kg/smtv.php?id=animalplanet_twn
纪录频道|Discovery Asia,http://weixin.qq.home.kg/smtv.php?id=discoverytwn_twn
纪录频道|CI,http://weixin.qq.home.kg/smtv.php?id=ci_twn
纪录频道|Asia Travel,http://weixin.qq.home.kg/smtv.php?id=asiatravel_twn
纪录频道|Discovery HD,http://weixin.qq.home.kg/smtv.php?id=discoveryhd_twn
纪录频道|亚洲美食,http://weixin.qq.home.kg/smtv.php?id=afc_twn
纪录频道|美食星球,http://weixin.qq.home.kg/smtv.php?id=foodplanet_twn
纪录频道|亚洲旅游 TLC Asia,http://weixin.qq.home.kg/smtv.php?id=tlc_twn
纪录频道|NatGeo HD,http://weixin.qq.home.kg/smtv.php?id=Natgeo
纪录频道|Fashion TV,http://weixin.qq.home.kg/smtv.php?id=fashiontv_twn
纪录频道|History,http://weixin.qq.home.kg/smtv.php?id=History
纪录频道|BBC Earth HD,http://weixin.qq.home.kg/smtv.php?id=bbcearth_twn
纪录频道|BBC Earth Lifestyle,http://weixin.qq.home.kg/smtv.php?id=bbclifestyle_twn
纪录频道|MTV Live,http://weixin.qq.home.kg/smtv.php?id=mtvhd_twn
纪录频道|NatGeo Wild HD,http://weixin.qq.home.kg/smtv.php?id=Natgeowild
纪录频道|Animal Planet (Eng),http://weixin.qq.home.kg/smtv.php?id=AnimalPlanet
纪录频道|TLC,http://weixin.qq.home.kg/smtv.php?id=Tlc
纪录频道|Foodnetwork Hd,http://weixin.qq.home.kg/smtv.php?id=Foodnetwork
纪录频道|HGTV,http://weixin.qq.home.kg/smtv.php?id=HGTV
纪录频道|AFC 亚洲旅游台,http://weixin.qq.home.kg/smtv.php?id=asiatravel_twn

新加坡,#genre#
新加坡|Channel 5,http://weixin.qq.home.kg/smtv.php?id=Channel5HD
新加坡|Channel 8,http://weixin.qq.home.kg/smtv.php?id=Channel8HD
新加坡|Suria,http://weixin.qq.home.kg/smtv.php?id=Suria
新加坡|Channel U,http://weixin.qq.home.kg/smtv.php?id=ChannelU
新加坡|Vasantham,http://weixin.qq.home.kg/smtv.php?id=Vasantham
新加坡|CNA,http://weixin.qq.home.kg/smtv.php?id=cna
新加坡|CNA backup,http://weixin.qq.home.kg/smtv.php?id=cna_twn
新加坡|MeWatch Ch 5,http://weixin.qq.home.kg/smtv.php?id=Mewatch_ch5
新加坡|MeWatch Ch 8,http://weixin.qq.home.kg/smtv.php?id=Mewatch_ch8
新加坡|MeWatch Ch U,http://weixin.qq.home.kg/smtv.php?id=Mewatch_chU
新加坡|MeWatch Suria,http://weixin.qq.home.kg/smtv.php?id=Mewatch_Suria
新加坡|MeWatch Vasantham,http://weixin.qq.home.kg/smtv.php?id=Mewatch_Vasantham
新加坡|MeWatch CNA,http://weixin.qq.home.kg/smtv.php?id=Mewatch_cna
马来,#genre#
马来西亚|TV1,http://weixin.qq.home.kg/smtv.php?id=TV1
马来西亚|TV1 backup,http://weixin.qq.home.kg/smtv.php?id=TV1_backup
马来西亚|TV2,http://weixin.qq.home.kg/smtv.php?id=TV2
马来西亚|TV3,http://weixin.qq.home.kg/smtv.php?id=TV3
马来西亚|TV3 SD,http://weixin.qq.home.kg/smtv.php?id=TV3_mega
马来西亚|NTV7,http://weixin.qq.home.kg/smtv.php?id=NTV7
马来西亚|TV8,http://weixin.qq.home.kg/smtv.php?id=TV8
马来西亚|TV9,http://weixin.qq.home.kg/smtv.php?id=TV9
马来西亚|Ria,http://weixin.qq.home.kg/smtv.php?id=Ria
马来西亚|Ria-3,http://weixin.qq.home.kg/smtv.php?id=Ria_backup
马来西亚|Al-Hijrah,http://weixin.qq.home.kg/smtv.php?id=Alhijrah
马来西亚|Al-Hijrah backup,http://weixin.qq.home.kg/smtv.php?id=Alhijrah_backup
马来西亚|Awani,http://weixin.qq.home.kg/smtv.php?id=Awani
马来西亚|Bernama,http://weixin.qq.home.kg/smtv.php?id=Bernama
马来西亚|Prima,http://weixin.qq.home.kg/smtv.php?id=Prima
马来西亚|Prima backup,http://weixin.qq.home.kg/smtv.php?id=AAprima1
马来西亚|Prima backup 2,http://weixin.qq.home.kg/smtv.php?id=AAprima
马来西亚|Ceria,http://weixin.qq.home.kg/smtv.php?id=Ceria
马来西亚|Astro MTV,http://weixin.qq.home.kg/smtv.php?id=AstroMTV
马来西亚|Mecca Live HD,http://weixin.qq.home.kg/smtv.php?id=quran_mido
马来西亚|Madinah HD,http://weixin.qq.home.kg/smtv.php?id=sunnah_mido
马来西亚|Oasis,http://weixin.qq.home.kg/smtv.php?id=Oasis
马来西亚|HBO HD,http://weixin.qq.home.kg/smtv.php?id=Hbo
马来西亚|HBO Signature,http://weixin.qq.home.kg/smtv.php?id=Hbosignature
马来西亚|HBO Hits,http://weixin.qq.home.kg/smtv.php?id=Hbohitshd
马来西亚|NatGeo Wild HD,http://weixin.qq.home.kg/smtv.php?id=Natgeowild
马来西亚|Cartoon Network,http://weixin.qq.home.kg/smtv.php?id=Cn
马来西亚|Nickelodeon,http://weixin.qq.home.kg/smtv.php?id=Nickelodeon
马来西亚|Nick Jr,http://weixin.qq.home.kg/smtv.php?id=Nickjr
马来西亚|Dreamworks,http://weixin.qq.home.kg/smtv.php?id=Dreamworks
马来西亚|Siar,http://weixin.qq.home.kg/smtv.php?id=Siar
马来西亚|Citra,http://weixin.qq.home.kg/smtv.php?id=AAcitra
马来西亚|Citra backup,http://weixin.qq.home.kg/smtv.php?id=AAcitra1
马来西亚|Sensasi,http://weixin.qq.home.kg/smtv.php?id=Sensasi
马来西亚|Aura,http://weixin.qq.home.kg/smtv.php?id=Aura
马来西亚|Rania,http://weixin.qq.home.kg/smtv.php?id=Rania
马来西亚|KBS World,http://weixin.qq.home.kg/smtv.php?id=KBS
马来西亚|Boo,http://weixin.qq.home.kg/smtv.php?id=Boo
马来西亚|Awesome TV,http://weixin.qq.home.kg/smtv.php?id=Dsangat
马来西亚|Astro Sonypix,http://weixin.qq.home.kg/smtv.php?id=Asonypix
马来西亚|Sony HD,http://weixin.qq.home.kg/smtv.php?id=SetOne
马来西亚|TvN,http://weixin.qq.home.kg/smtv.php?id=TVN
马来西亚|AEC,http://weixin.qq.home.kg/smtv.php?id=AEC
马来西亚|华丽台 HD （Wah Lai Toi）,http://weixin.qq.home.kg/smtv.php?id=Wlt
马来西亚|欢喜台 HD （Hua Hee Tai）,http://weixin.qq.home.kg/smtv.php?id=Huahee
马来西亚|Astro QJ,http://weixin.qq.home.kg/smtv.php?id=Quanjia
马来西亚|TVB Jade,http://weixin.qq.home.kg/smtv.php?id=Tvbjade
马来西亚|TVB Asia,http://weixin.qq.home.kg/smtv.php?id=Tvbasia
马来西亚|TVB Entertainment,http://weixin.qq.home.kg/smtv.php?id=Tvbentertainment
马来西亚|TVB Classic,http://weixin.qq.home.kg/smtv.php?id=Tvbclassic
马来西亚|AOD,http://weixin.qq.home.kg/smtv.php?id=Aodhd
马来西亚|One,http://weixin.qq.home.kg/smtv.php?id=One
马来西亚|TVB 星河台 Xing He,http://weixin.qq.home.kg/smtv.php?id=Xinhe
马来西亚|爱奇艺 iQiyi,http://weixin.qq.home.kg/smtv.php?id=Qiyi
马来西亚|Animal Planet (Eng),http://weixin.qq.home.kg/smtv.php?id=AnimalPlanet
马来西亚|tvN Movie,http://weixin.qq.home.kg/smtv.php?id=Tvnmovie
马来西亚|CNN backup,http://weixin.qq.home.kg/smtv.php?id=cnn_twn
马来西亚|Celestial Classic,http://weixin.qq.home.kg/smtv.php?id=Celestial2
马来西亚|CNBC,http://weixin.qq.home.kg/smtv.php?id=cnbc_twn
马来西亚|TLC,http://weixin.qq.home.kg/smtv.php?id=Tlc
马来西亚|CNA,http://weixin.qq.home.kg/smtv.php?id=cna
马来西亚|BBC World News,http://weixin.qq.home.kg/smtv.php?id=bbcnews_twn
马来西亚|Foodnetwork Hd,http://weixin.qq.home.kg/smtv.php?id=Foodnetwork
马来西亚|HGTV,http://weixin.qq.home.kg/smtv.php?id=HGTV
马来西亚|Goshop,http://weixin.qq.home.kg/smtv.php?id=Goshop
马来西亚|Celestial Movies HD,http://weixin.qq.home.kg/smtv.php?id=Celestial
马来西亚|Axn HD,http://weixin.qq.home.kg/smtv.php?id=Axn
马来西亚|Paramount Network,http://weixin.qq.home.kg/smtv.php?id=Paramountnetwork
马来西亚|Astrol Kplus,http://weixin.qq.home.kg/smtv.php?id=Kplus
马来西亚|AFC 亚洲旅游台,http://weixin.qq.home.kg/smtv.php?id=asiatravel_twn
马来西亚|Rock Actions,http://weixin.qq.home.kg/smtv.php?id=Rockaction
马来西亚|Bloomberg News,http://weixin.qq.home.kg/smtv.php?id=bloomberg_twn
马来西亚|Al-Jazeera,http://weixin.qq.home.kg/smtv.php?id=aljazeera_twn
马来西亚|Rock Entertainment,http://weixin.qq.home.kg/smtv.php?id=Rockentertain
马来西亚|RTM Sports HD,http://weixin.qq.home.kg/smtv.php?id=Rtmsport
马来西亚|Arena,http://weixin.qq.home.kg/smtv.php?id=Arena
马来西亚|Arena 2,http://weixin.qq.home.kg/smtv.php?id=Arena2
马来西亚|BolaArena 1,http://weixin.qq.home.kg/smtv.php?id=Bolaarena1
马来西亚|BolaArena 2,http://weixin.qq.home.kg/smtv.php?id=Bolaarena2
马来西亚|Astro LOL,http://weixin.qq.home.kg/smtv.php?id=Astro_lol
马来西亚|Astro Rusi,http://weixin.qq.home.kg/smtv.php?id=Rusi
马来西亚|WION,http://weixin.qq.home.kg/smtv.php?id=Wion
马来西亚|RTM Asean,http://weixin.qq.home.kg/smtv.php?id=Rtmasean
印尼,#genre#
印度尼西亚|TVRI National,http://weixin.qq.home.kg/smtv.php?id=TVRI
印度尼西亚|RCTI,http://weixin.qq.home.kg/smtv.php?id=Rcti
印度尼西亚|Kompass TV,http://weixin.qq.home.kg/smtv.php?id=Kompass
印度尼西亚|Berita Satu,http://weixin.qq.home.kg/smtv.php?id=BeritaSatu_eko
印度尼西亚|Indosiar HD,http://weixin.qq.home.kg/smtv.php?id=Indosiar
印度尼西亚|AnTV,http://weixin.qq.home.kg/smtv.php?id=Antv
印度尼西亚|MNC TV,http://weixin.qq.home.kg/smtv.php?id=Mnctv
印度尼西亚|Trans 7,http://weixin.qq.home.kg/smtv.php?id=Trans7_eko
印度尼西亚|Transtv,http://weixin.qq.home.kg/smtv.php?id=Transtv
印度尼西亚|JTV,http://weixin.qq.home.kg/smtv.php?id=JTV_eko
印度尼西亚|Metro TV,http://weixin.qq.home.kg/smtv.php?id=metrotv_eko
印度尼西亚|Cinemax,http://weixin.qq.home.kg/smtv.php?id=Cinemax
印度尼西亚|SCTV,http://weixin.qq.home.kg/smtv.php?id=SCTV
印度尼西亚|Tvone,http://weixin.qq.home.kg/smtv.php?id=Tvone
印度尼西亚|TVMU,http://weixin.qq.home.kg/smtv.php?id=TVMU_eko
印度尼西亚|GTV,http://weixin.qq.home.kg/smtv.php?id=Gtv
印度尼西亚|RTV,http://weixin.qq.home.kg/smtv.php?id=Rtv
印度尼西亚|Jak TV,http://weixin.qq.home.kg/smtv.php?id=JakTV
印度尼西亚|iNews TV,http://weixin.qq.home.kg/smtv.php?id=Inewstv
印度尼西亚|Daai TV,http://weixin.qq.home.kg/smtv.php?id=DaaiTV
印度尼西亚|Net TV,http://weixin.qq.home.kg/smtv.php?id=NetTV
印度尼西亚|Animax,http://weixin.qq.home.kg/smtv.php?id=Animax
印度尼西亚|EWTN,http://weixin.qq.home.kg/smtv.php?id=Ewtn
印度尼西亚|AlQuran AlKareem,http://weixin.qq.home.kg/smtv.php?id=AlQuran
印度尼西亚|Tawaf TV,http://weixin.qq.home.kg/smtv.php?id=TawafTV
印度尼西亚|Vision Prime,http://weixin.qq.home.kg/smtv.php?id=VisionPrime
印度尼西亚|Muslim TV,http://weixin.qq.home.kg/smtv.php?id=MuslimTV
印度尼西亚|Music TV,http://weixin.qq.home.kg/smtv.php?id=MusicTV
印度尼西亚|Lifestyle&amp;Fashion,http://weixin.qq.home.kg/smtv.php?id=Lifestyle
印度尼西亚|Entertain,http://weixin.qq.home.kg/smtv.php?id=Entertain
印度尼西亚|Hits,http://weixin.qq.home.kg/smtv.php?id=Hits
印度尼西亚|Warner TV,http://weixin.qq.home.kg/smtv.php?id=WarnerTV
印度尼西亚|SCM,http://weixin.qq.home.kg/smtv.php?id=Weishimovie
印度尼西亚|Thrill,http://weixin.qq.home.kg/smtv.php?id=Thrill
印度尼西亚|Fight Sports,http://weixin.qq.home.kg/smtv.php?id=Fs
印度尼西亚|Hits Movie,http://weixin.qq.home.kg/smtv.php?id=Hitsmovie
印度尼西亚|One,http://weixin.qq.home.kg/smtv.php?id=One
印度尼西亚|tvN Movie,http://weixin.qq.home.kg/smtv.php?id=Tvnmovie
印度尼西亚|Celestial Movies HD,http://weixin.qq.home.kg/smtv.php?id=Celestialindo
印度尼西亚|Rock Actions,http://weixin.qq.home.kg/smtv.php?id=Rockaction
印度尼西亚|Rock Entertainment,http://weixin.qq.home.kg/smtv.php?id=Rockentertain
印度,#genre#
印度|Sun TV HD,http://weixin.qq.home.kg/smtv.php?id=Suntv
印度|Star Vijay,http://weixin.qq.home.kg/smtv.php?id=Starvijay
印度|Colors Tamil,http://weixin.qq.home.kg/smtv.php?id=Colorstam
印度|Sun Music,http://weixin.qq.home.kg/smtv.php?id=Sunmusic
印度|Astro Sunlife,http://weixin.qq.home.kg/smtv.php?id=Sunlife
印度|Astro Vaanavil,http://weixin.qq.home.kg/smtv.php?id=Vaanavil
印度|Zee Tamil,http://weixin.qq.home.kg/smtv.php?id=Zeetamil
印度|Zee Business,http://weixin.qq.home.kg/smtv.php?id=Zeebusiness
印度|News 18 Tamil,http://weixin.qq.home.kg/smtv.php?id=news18tamil_raj
印度|Adithya,http://weixin.qq.home.kg/smtv.php?id=Adithya
印度|Makkal TV,http://weixin.qq.home.kg/smtv.php?id=Makkaltv
印度|Zee Action,http://weixin.qq.home.kg/smtv.php?id=Zeeaction
印度|Astro KTV,http://weixin.qq.home.kg/smtv.php?id=Astroktv
印度|Zee TV HD,http://weixin.qq.home.kg/smtv.php?id=Zeetvhd
印度|Zee Cinema HD,http://weixin.qq.home.kg/smtv.php?id=Zeecinemahd
印度|Color HD,http://weixin.qq.home.kg/smtv.php?id=Colorhd
印度|Starplus HD,http://weixin.qq.home.kg/smtv.php?id=Starplushd
印度|Picture HD,http://weixin.qq.home.kg/smtv.php?id=Npicture
印度|Zee News,http://weixin.qq.home.kg/smtv.php?id=Zeenews
印度|Asianet,http://weixin.qq.home.kg/smtv.php?id=asianet_raj
印度|Asianet News,http://weixin.qq.home.kg/smtv.php?id=asianetnews_raj
印度|Discovery World Tamil,http://weixin.qq.home.kg/smtv.php?id=discoveryworldtam_raj
印度|History Tamil,http://weixin.qq.home.kg/smtv.php?id=historytam_raj
印度|NatGeo Tamil,http://weixin.qq.home.kg/smtv.php?id=natgeotamil_raj
印度|Natgeo Wild Tamil,http://weixin.qq.home.kg/smtv.php?id=natgeowildtamil_raj
印度|Astro Sonypix,http://weixin.qq.home.kg/smtv.php?id=Asonypix
印度|Discovery Kids Tamil,http://weixin.qq.home.kg/smtv.php?id=discoverykidtamil_raj
印度|Discovery Tamil,http://weixin.qq.home.kg/smtv.php?id=discoverytamil_raj
印度|Sony Yay Tamil,http://weixin.qq.home.kg/smtv.php?id=sonyyaytam_raj
印度|Sun TV India,http://weixin.qq.home.kg/smtv.php?id=suntv_raj
印度|Starmaa HD,http://weixin.qq.home.kg/smtv.php?id=starmaa_raj
印度|Starmaa Movies HD,http://weixin.qq.home.kg/smtv.php?id=starmaamovies_raj
印度|Bollyone,http://weixin.qq.home.kg/smtv.php?id=Bollyone
印度|Astro Sunmusic,http://weixin.qq.home.kg/smtv.php?id=Sunmusic
印度|Vijay Super,http://weixin.qq.home.kg/smtv.php?id=vijaysuper_raj
印度|Vellithirai,http://weixin.qq.home.kg/smtv.php?id=Vellithirai
泰国,#genre#
泰国|Channel 3 Thailand,http://weixin.qq.home.kg/smtv.php?id=ch3_pat
泰国|Channel 5 Thailand,http://weixin.qq.home.kg/smtv.php?id=ch5_pat
泰国|Channel 7 Thailand,http://weixin.qq.home.kg/smtv.php?id=ch7_pat
泰国|MCOT HD Thailand-1,http://weixin.qq.home.kg/smtv.php?id=mcot_pat
泰国|PPTV Thailand1,http://weixin.qq.home.kg/smtv.php?id=pptv_pat
泰国|Thai Thai,http://weixin.qq.home.kg/smtv.php?id=thaithai_pat
泰国|Amarin,http://weixin.qq.home.kg/smtv.php?id=amarin_pat
泰国|Ch 8,http://weixin.qq.home.kg/smtv.php?id=ch8_pat
泰国|GmmOne,http://weixin.qq.home.kg/smtv.php?id=gmmone_pat
泰国|Mono,http://weixin.qq.home.kg/smtv.php?id=mono_pat
泰国|Thairath,http://weixin.qq.home.kg/smtv.php?id=thairath_pat
泰国|tpbs,http://weixin.qq.home.kg/smtv.php?id=tpbs_pat
泰国|Workpoint,http://weixin.qq.home.kg/smtv.php?id=workpoint_pat
泰国|Gmm Channel,http://weixin.qq.home.kg/smtv.php?id=gmmchannel_pat
泰国|Nation,http://weixin.qq.home.kg/smtv.php?id=nation_pat
泰国|Tnn24,http://weixin.qq.home.kg/smtv.php?id=tnn24_pat
泰国|Nbt,http://weixin.qq.home.kg/smtv.php?id=nbt_pat
泰国|New,http://weixin.qq.home.kg/smtv.php?id=new_pat
泰国|TPTV,http://weixin.qq.home.kg/smtv.php?id=tptv_pat
英国,#genre#
英国|BBC 1,http://weixin.qq.home.kg/smtv.php?id=bbc1_antik
英国|BBC 2,http://weixin.qq.home.kg/smtv.php?id=bbc2_antik
英国|CBBC,http://weixin.qq.home.kg/smtv.php?id=cbbc_antik
英国|More4,http://weixin.qq.home.kg/smtv.php?id=more4_antik
英国|Freesports,http://weixin.qq.home.kg/smtv.php?id=freesports_antik
英国|Skynews,http://weixin.qq.home.kg/smtv.php?id=skynews_twn
英国|Pick TV,http://weixin.qq.home.kg/smtv.php?id=picktv_antik
英国|itv 1,http://weixin.qq.home.kg/smtv.php?id=itv1_antik
英国|itv 2,http://weixin.qq.home.kg/smtv.php?id=itv2_antik
英国|Euronews,http://weixin.qq.home.kg/smtv.php?id=euronews_antik
英国|Channel 4,http://weixin.qq.home.kg/smtv.php?id=channel4_antik
英国|NatGeo HD,http://weixin.qq.home.kg/smtv.php?id=Natgeo
英国|CBeebies,http://weixin.qq.home.kg/smtv.php?id=Cbeebies
英国|History,http://weixin.qq.home.kg/smtv.php?id=History
英国|Kids TV,http://weixin.qq.home.kg/smtv.php?id=KidsTV
英国|France 24,http://weixin.qq.home.kg/smtv.php?id=france24_twn
英国|DW (Deutsch),http://weixin.qq.home.kg/smtv.php?id=dw_twn
英国|BBC Earth HD,http://weixin.qq.home.kg/smtv.php?id=bbcearth_twn
英国|BBC Earth Lifestyle,http://weixin.qq.home.kg/smtv.php?id=bbclifestyle_twn
英国|MTV Live,http://weixin.qq.home.kg/smtv.php?id=mtvhd_twn
英国|Star Movies HD,http://weixin.qq.home.kg/smtv.php?id=starmovies_raj
英国|NHK World,http://weixin.qq.home.kg/smtv.php?id=nhkworld_japan
英国|Warner TV,http://weixin.qq.home.kg/smtv.php?id=WarnerTV
英国|HBO HD,http://weixin.qq.home.kg/smtv.php?id=Hbo
英国|NatGeo Wild HD,http://weixin.qq.home.kg/smtv.php?id=Natgeowild
英国|Nickelodeon,http://weixin.qq.home.kg/smtv.php?id=Nickelodeon
英国|Nick Jr,http://weixin.qq.home.kg/smtv.php?id=Nickjr
英国|Thrill,http://weixin.qq.home.kg/smtv.php?id=Thrill
英国|CGTN,http://weixin.qq.home.kg/smtv.php?id=CGTN
英国|Hits Movie,http://weixin.qq.home.kg/smtv.php?id=Hitsmovie
英国|Animal Planet (Eng),http://weixin.qq.home.kg/smtv.php?id=AnimalPlanet
英国|CNBC,http://weixin.qq.home.kg/smtv.php?id=cnbc_twn
英国|TLC,http://weixin.qq.home.kg/smtv.php?id=Tlc
英国|BBC World News,http://weixin.qq.home.kg/smtv.php?id=bbcworldnews_antik
英国|HGTV,http://weixin.qq.home.kg/smtv.php?id=HGTV
英国|Axn HD,http://weixin.qq.home.kg/smtv.php?id=Axn
英国|Skysports F1,http://weixin.qq.home.kg/smtv.php?id=tiankongf1
英国|Skysports Cricket,http://weixin.qq.home.kg/smtv.php?id=tiankongcricket
英国|Bloomberg News,http://weixin.qq.home.kg/smtv.php?id=bloomberg_twn
英国|Skysports EPL,http://weixin.qq.home.kg/smtv.php?id=tiankongepl
英国|Skysports Main Event,http://weixin.qq.home.kg/smtv.php?id=tiankongmain
英国|Skysports News,http://weixin.qq.home.kg/smtv.php?id=tiankongnews
英国|Al-Jazeera,http://weixin.qq.home.kg/smtv.php?id=aljazeera_twn
越南,#genre#
越南|ANTV,http://weixin.qq.home.kg/smtv.php?id=viet_antv
越南|VTV 1,http://weixin.qq.home.kg/smtv.php?id=viet_vtv1
越南|VTV 7,http://weixin.qq.home.kg/smtv.php?id=viet_vtv7
越南|HTV 7,http://weixin.qq.home.kg/smtv.php?id=viet_htv7
越南|HTV 9,http://weixin.qq.home.kg/smtv.php?id=viet_htv9
越南|BPTV 2,http://weixin.qq.home.kg/smtv.php?id=viet_bptv2
越南|BRT HD,http://weixin.qq.home.kg/smtv.php?id=viet_brt
越南|Ca Mau TV,http://weixin.qq.home.kg/smtv.php?id=viet_camautv
越南|Danang TV1 HD,http://weixin.qq.home.kg/smtv.php?id=viet_danangtv1
越南|Danang TV2 HD,http://weixin.qq.home.kg/smtv.php?id=viet_danangtv2
越南|HBTV HD,http://weixin.qq.home.kg/smtv.php?id=viet_hbtv
越南|PTTH 1,http://weixin.qq.home.kg/smtv.php?id=viet_ptth1
韩国,#genre#
韩国|Arirang HD,http://weixin.qq.home.kg/smtv.php?id=arirang_korea
韩国|Yonhap News,http://weixin.qq.home.kg/smtv.php?id=yonhapnews_korea
韩国|CBS,http://weixin.qq.home.kg/smtv.php?id=cbs_korea
韩国|EBS 1,http://weixin.qq.home.kg/smtv.php?id=ebs1_korea
韩国|EBS2,http://weixin.qq.home.kg/smtv.php?id=ebs2_korea
韩国|EBS Plus2,http://weixin.qq.home.kg/smtv.php?id=ebsplus2_korea
韩国|SBS Plus,http://weixin.qq.home.kg/smtv.php?id=sbsplus_korea
韩国|YTN,http://weixin.qq.home.kg/smtv.php?id=ytn_korea
韩国|KBS World 24,http://weixin.qq.home.kg/smtv.php?id=kbsworld24_korea
韩国|YTN Science,http://weixin.qq.home.kg/smtv.php?id=ytnscience_korea
韩国|YTN Korean,http://weixin.qq.home.kg/smtv.php?id=ytnkorean_korea
韩国|YTN DMB,http://weixin.qq.home.kg/smtv.php?id=ytndmb_korea
韩国|Apps TV,http://weixin.qq.home.kg/smtv.php?id=appongoogle_korea
韩国|All the Kpop,http://weixin.qq.home.kg/smtv.php?id=allthekpop_korea
韩国|J the Kpop,http://weixin.qq.home.kg/smtv.php?id=jthekpop_korea
韩国|EBS Kids,http://weixin.qq.home.kg/smtv.php?id=ebskids_korea
韩国|CGNTV,http://weixin.qq.home.kg/smtv.php?id=cgntv_korea
日本,#genre#
日本|NHK-総合-2,http://weixin.qq.home.kg/smtv.php?id=nhkg_japan
日本|NHK-E,http://weixin.qq.home.kg/smtv.php?id=nhke_japan
日本|テレビ朝日 Asahi TV,http://weixin.qq.home.kg/smtv.php?id=asahitv_japan
日本|JET 綜合,http://weixin.qq.home.kg/smtv.php?id=jettv_japan
日本|テレビ東京 Tokyo TV,http://weixin.qq.home.kg/smtv.php?id=tokyotv_japan
日本|TOKYOMX,http://weixin.qq.home.kg/smtv.php?id=tokyomx_japan
日本|NHKBS1,http://weixin.qq.home.kg/smtv.php?id=nhkbs1_japan
日本|NHKBSプレミア Premium,http://weixin.qq.home.kg/smtv.php?id=nhkpremium_japan
日本|BSジャパン 181,http://weixin.qq.home.kg/smtv.php?id=bs181_japan
日本|BSフジ BS Fuji,http://weixin.qq.home.kg/smtv.php?id=bsfuji_japan
日本|CNA Japan,http://weixin.qq.home.kg/smtv.php?id=cna_japan
日本|BS-TBS,http://weixin.qq.home.kg/smtv.php?id=bstbs_japan
日本|NHK Oaska,http://weixin.qq.home.kg/smtv.php?id=nhkosaka_japan
日本|NHK World,http://weixin.qq.home.kg/smtv.php?id=nhkworld_japan
